predictor,n,diagnosis,score_fun,score
DNN,365,AF,F1 score,0.846153846153846
DNN,365,ST,Precision,0.9375
DNN,365,ST,Recall,0.9696969696969697
DNN,365,ST,Specificity,0.9974424552429667
DNN,365,ST,F1 score,0.9538461538461539
DNN,366,1dAVb,Precision,0.8518518518518519
DNN,366,1dAVb,Recall,0.92
DNN,366,1dAVb,Specificity,0.9937965260545906
DNN,366,1dAVb,F1 score,0.8852459016393444
DNN,366,RBBB,Precision,0.8787878787878788
DNN,366,RBBB,Recall,1.0
DNN,366,RBBB,Specificity,0.9937421777221527
DNN,366,RBBB,F1 score,0.9354838709677419
DNN,366,LBBB,Precision,1.0
DNN,366,LBBB,Recall,1.0
DNN,366,LBBB,Specificity,1.0
DNN,366,LBBB,F1 score,1.0
DNN,366,SB,Precision,0.8125
DNN,366,SB,Recall,0.9230769230769231
DNN,366,SB,Specificity,0.9962779156327544
DNN,366,SB,F1 score,0.8648648648648648
DNN,366,AF,Precision,1.0
DNN,366,AF,Recall,0.7368421052631579
DNN,366,AF,Specificity,1.0
DNN,366,AF,F1 score,0.8484848484848484
DNN,366,ST,Precision,0.9375
DNN,366,ST,Recall,0.9696969696969697
DNN,366,ST,Specificity,0.9974424552429667
DNN,366,ST,F1 score,0.9538461538461539
DNN,367,1dAVb,Precision,0.8518518518518519
DNN,367,1dAVb,Recall,0.92
DNN,367,1dAVb,Specificity,0.9937965260545906
DNN,367,1dAVb,F1 score,0.8852459016393444
DNN,367,RBBB,Precision,0.8787878787878788
DNN,367,RBBB,Recall,1.0
DNN,367,RBBB,Specificity,0.99375
DNN,367,RBBB,F1 score,0.9354838709677419
DNN,367,LBBB,Precision,1.0
DNN,367,LBBB,Recall,1.0
DNN,367,LBBB,Specificity,1.0
DNN,367,LBBB,F1 score,1.0
DNN,367,SB,Precision,0.8125
DNN,367,SB,Recall,0.9230769230769231
DNN,367,SB,Specificity,0.9962779156327544
DNN,367,SB,F1 score,0.8648648648648648
DNN,367,AF,Precision,1.0
DNN,367,AF,Recall,0.7368421052631579
DNN,367,AF,Specificity,1.0
DNN,367,AF,F1 score,0.8484848484848484
DNN,367,ST,Precision,0.9375
DNN,367,ST,Recall,0.9696969696969697
DNN,367,ST,Specificity,0.9974424552429667
DNN,367,ST,F1 score,0.9538461538461539
DNN,368,1dAVb,Precision,0.8518518518518519
DNN,368,1dAVb,Recall,0.92
DNN,368,1dAVb,Specificity,0.9937965260545906
DNN,368,1dAVb,F1 score,0.8852459016393444
DNN,368,RBBB,Precision,0.8787878787878788
DNN,368,RBBB,Recall,1.0
DNN,368,RBBB,Specificity,0.99375
DNN,368,RBBB,F1 score,0.9354838709677419
DNN,368,LBBB,Precision,1.0
DNN,368,LBBB,Recall,1.0
DNN,368,LBBB,Specificity,1.0
DNN,368,LBBB,F1 score,1.0
DNN,368,SB,Precision,0.8125
DNN,368,SB,Recall,0.9230769230769231
DNN,368,SB,Specificity,0.9962779156327544
DNN,368,SB,F1 score,0.8648648648648648
DNN,368,AF,Precision,1.0
DNN,368,AF,Recall,0.7368421052631579
DNN,368,AF,Specificity,1.0
DNN,368,AF,F1 score,0.8484848484848484
DNN,368,ST,Precision,0.9375
DNN,368,ST,Recall,0.9696969696969697
DNN,368,ST,Specificity,0.9974424552429667
DNN,368,ST,F1 score,0.9538461538461539
DNN,369,1dAVb,Precision,0.8518518518518519
DNN,369,1dAVb,Recall,0.92
DNN,369,1dAVb,Specificity,0.9937965260545906
DNN,369,1dAVb,F1 score,0.8852459016393444
DNN,369,RBBB,Precision,0.8787878787878788
DNN,369,RBBB,Recall,1.0
DNN,369,RBBB,Specificity,0.99375
DNN,369,RBBB,F1 score,0.9354838709677419
DNN,369,LBBB,Precision,1.0
DNN,369,LBBB,Recall,1.0
DNN,369,LBBB,Specificity,1.0
DNN,369,LBBB,F1 score,1.0
DNN,369,SB,Precision,0.8125
DNN,369,SB,Recall,0.9230769230769231
DNN,369,SB,Specificity,0.9962779156327544
DNN,369,SB,F1 score,0.8648648648648648
DNN,369,AF,Precision,1.0
DNN,369,AF,Recall,0.7368421052631579
DNN,369,AF,Specificity,1.0
DNN,369,AF,F1 score,0.8484848484848484
DNN,369,ST,Precision,0.9375
DNN,369,ST,Recall,0.9696969696969697
DNN,369,ST,Specificity,0.9974424552429667
DNN,369,ST,F1 score,0.9538461538461539
DNN,370,1dAVb,Precision,0.8518518518518519
DNN,370,1dAVb,Recall,0.92
DNN,370,1dAVb,Specificity,0.9937965260545906
DNN,370,1dAVb,F1 score,0.8852459016393444
DNN,370,RBBB,Precision,0.8787878787878788
DNN,370,RBBB,Recall,1.0
DNN,370,RBBB,Specificity,0.99375
DNN,370,RBBB,F1 score,0.9354838709677419
DNN,370,LBBB,Precision,1.0
DNN,370,LBBB,Recall,1.0
DNN,370,LBBB,Specificity,1.0
DNN,370,LBBB,F1 score,1.0
DNN,370,SB,Precision,0.8125
DNN,370,SB,Recall,0.9259259259259259
DNN,370,SB,Specificity,0.9962779156327544
DNN,370,SB,F1 score,0.8648648648648648
DNN,370,AF,Precision,1.0
DNN,370,AF,Recall,0.7368421052631579
DNN,370,AF,Specificity,1.0
DNN,370,AF,F1 score,0.8484848484848484
DNN,370,ST,Precision,0.9387755102040817
DNN,370,ST,Recall,0.9696969696969697
DNN,370,ST,Specificity,0.9974457215836526
DNN,370,ST,F1 score,0.9538461538461539
DNN,371,1dAVb,Precision,0.8518518518518519
DNN,371,1dAVb,Recall,0.92
DNN,371,1dAVb,Specificity,0.9937965260545906
DNN,371,1dAVb,F1 score,0.8852459016393444
DNN,371,RBBB,Precision,0.8787878787878788
DNN,371,RBBB,Recall,1.0
DNN,371,RBBB,Specificity,0.99375
DNN,371,RBBB,F1 score,0.9354838709677419
DNN,371,LBBB,Precision,1.0
DNN,371,LBBB,Recall,1.0
DNN,371,LBBB,Specificity,1.0
DNN,371,LBBB,F1 score,1.0
DNN,371,SB,Precision,0.8125
DNN,371,SB,Recall,0.9285714285714286
DNN,371,SB,Specificity,0.9962779156327544
DNN,371,SB,F1 score,0.8648648648648648
DNN,371,AF,Precision,1.0
DNN,371,AF,Recall,0.7391304347826086
DNN,371,AF,Specificity,1.0
DNN,371,AF,F1 score,0.85
DNN,371,ST,Precision,0.9387755102040817
DNN,371,ST,Recall,0.9696969696969697
DNN,371,ST,Specificity,0.9974457215836526
DNN,371,ST,F1 score,0.9538461538461539
DNN,372,1dAVb,Precision,0.8518518518518519
DNN,372,1dAVb,Recall,0.92
DNN,372,1dAVb,Specificity,0.9937965260545906
DNN,372,1dAVb,F1 score,0.8852459016393444
DNN,372,RBBB,Precision,0.8787878787878788
DNN,372,RBBB,Recall,1.0
DNN,372,RBBB,Specificity,0.99375
DNN,372,RBBB,F1 score,0.9354838709677419
DNN,372,LBBB,Precision,1.0
DNN,372,LBBB,Recall,1.0
DNN,372,LBBB,Specificity,1.0
DNN,372,LBBB,F1 score,1.0
DNN,372,SB,Precision,0.8125
DNN,372,SB,Recall,0.9285714285714286
DNN,372,SB,Specificity,0.9962825278810409
DNN,372,SB,F1 score,0.8648648648648648
DNN,372,AF,Precision,1.0
DNN,372,AF,Recall,0.75
DNN,372,AF,Specificity,1.0
DNN,372,AF,F1 score,0.8571428571428571
DNN,372,ST,Precision,0.9387755102040817
DNN,372,ST,Recall,0.9696969696969697
DNN,372,ST,Specificity,0.9974457215836526
DNN,372,ST,F1 score,0.9538461538461539
DNN,373,1dAVb,Precision,0.8518518518518519
DNN,373,1dAVb,Recall,0.92
DNN,373,1dAVb,Specificity,0.9938042131350682
DNN,373,1dAVb,F1 score,0.8857142857142858
DNN,373,RBBB,Precision,0.8787878787878788
DNN,373,RBBB,Recall,1.0
DNN,373,RBBB,Specificity,0.9937578027465668
DNN,373,RBBB,F1 score,0.9354838709677419
DNN,373,LBBB,Precision,1.0
DNN,373,LBBB,Recall,1.0
DNN,373,LBBB,Specificity,1.0
DNN,373,LBBB,F1 score,1.0
DNN,373,SB,Precision,0.8148148148148148
DNN,373,SB,Recall,0.9285714285714286
DNN,373,SB,Specificity,0.9962825278810409
DNN,373,SB,F1 score,0.8648648648648649
DNN,373,AF,Precision,1.0
DNN,373,AF,Recall,0.75
DNN,373,AF,Specificity,1.0
DNN,373,AF,F1 score,0.8571428571428571
DNN,373,ST,Precision,0.9387755102040817
DNN,373,ST,Recall,0.9696969696969697
DNN,373,ST,Specificity,0.9974457215836526
DNN,373,ST,F1 score,0.9538461538461539
DNN,374,1dAVb,Precision,0.8518518518518519
DNN,374,1dAVb,Recall,0.92
DNN,374,1dAVb,Specificity,0.9938042131350682
DNN,374,1dAVb,F1 score,0.8857142857142858
DNN,374,RBBB,Precision,0.88
DNN,374,RBBB,Recall,1.0
DNN,374,RBBB,Specificity,0.9937578027465668
DNN,374,RBBB,F1 score,0.9361702127659575
DNN,374,LBBB,Precision,1.0
DNN,374,LBBB,Recall,1.0
DNN,374,LBBB,Specificity,1.0
DNN,374,LBBB,F1 score,1.0
DNN,374,SB,Precision,0.8181818181818182
DNN,374,SB,Recall,0.9285714285714286
DNN,374,SB,Specificity,0.9962825278810409
DNN,374,SB,F1 score,0.8648648648648649
DNN,374,AF,Precision,1.0
DNN,374,AF,Recall,0.75
DNN,374,AF,Specificity,1.0
DNN,374,AF,F1 score,0.8571428571428571
DNN,374,ST,Precision,0.9393939393939394
DNN,374,ST,Recall,0.9696969696969697
DNN,374,ST,Specificity,0.9974457215836526
DNN,374,ST,F1 score,0.9538461538461539
DNN,375,1dAVb,Precision,0.8518518518518519
DNN,375,1dAVb,Recall,0.92
DNN,375,1dAVb,Specificity,0.9938042131350682
DNN,375,1dAVb,F1 score,0.8857142857142858
DNN,375,RBBB,Precision,0.88
DNN,375,RBBB,Recall,1.0
DNN,375,RBBB,Specificity,0.9937578027465668
DNN,375,RBBB,F1 score,0.9361702127659575
DNN,375,LBBB,Precision,1.0
DNN,375,LBBB,Recall,1.0
DNN,375,LBBB,Specificity,1.0
DNN,375,LBBB,F1 score,1.0
DNN,375,SB,Precision,0.8181818181818182
DNN,375,SB,Recall,0.9285714285714286
DNN,375,SB,Specificity,0.9962825278810409
DNN,375,SB,F1 score,0.8648648648648649
DNN,375,AF,Precision,1.0
DNN,375,AF,Recall,0.75
DNN,375,AF,Specificity,1.0
DNN,375,AF,F1 score,0.8571428571428571
DNN,375,ST,Precision,0.9393939393939394
DNN,375,ST,Recall,0.9696969696969697
DNN,375,ST,Specificity,0.9974457215836526
DNN,375,ST,F1 score,0.9545454545454545
DNN,376,1dAVb,Precision,0.8518518518518519
DNN,376,1dAVb,Recall,0.92
DNN,376,1dAVb,Specificity,0.9938042131350682
DNN,376,1dAVb,F1 score,0.8857142857142858
DNN,376,RBBB,Precision,0.88
DNN,376,RBBB,Recall,1.0
DNN,376,RBBB,Specificity,0.9937578027465668
DNN,376,RBBB,F1 score,0.9361702127659575
DNN,376,LBBB,Precision,1.0
DNN,376,LBBB,Recall,1.0
DNN,376,LBBB,Specificity,1.0
DNN,376,LBBB,F1 score,1.0
DNN,376,SB,Precision,0.8181818181818182
DNN,376,SB,Recall,0.9285714285714286
DNN,376,SB,Specificity,0.9962825278810409
DNN,376,SB,F1 score,0.8648648648648649
DNN,376,AF,Precision,1.0
DNN,376,AF,Recall,0.75
DNN,376,AF,Specificity,1.0
DNN,376,AF,F1 score,0.8571428571428571
DNN,376,ST,Precision,0.9393939393939394
DNN,376,ST,Recall,0.9696969696969697
DNN,376,ST,Specificity,0.9974457215836526
DNN,376,ST,F1 score,0.9545454545454545
DNN,377,1dAVb,Precision,0.8518518518518519
DNN,377,1dAVb,Recall,0.92
DNN,377,1dAVb,Specificity,0.9938042131350682
DNN,377,1dAVb,F1 score,0.8857142857142858
DNN,377,RBBB,Precision,0.88
DNN,377,RBBB,Recall,1.0
DNN,377,RBBB,Specificity,0.9937655860349127
DNN,377,RBBB,F1 score,0.9361702127659575
DNN,377,LBBB,Precision,1.0
DNN,377,LBBB,Recall,1.0
DNN,377,LBBB,Specificity,1.0
DNN,377,LBBB,F1 score,1.0
DNN,377,SB,Precision,0.8181818181818182
DNN,377,SB,Recall,0.9285714285714286
DNN,377,SB,Specificity,0.9962825278810409
DNN,377,SB,F1 score,0.8648648648648649
DNN,377,AF,Precision,1.0
DNN,377,AF,Recall,0.75
DNN,377,AF,Specificity,1.0
DNN,377,AF,F1 score,0.8571428571428571
DNN,377,ST,Precision,0.9393939393939394
DNN,377,ST,Recall,0.9696969696969697
DNN,377,ST,Specificity,0.9974457215836526
DNN,377,ST,F1 score,0.9545454545454545
DNN,378,1dAVb,Precision,0.8518518518518519
DNN,378,1dAVb,Recall,0.92
DNN,378,1dAVb,Specificity,0.9938118811881188
DNN,378,1dAVb,F1 score,0.8860759493670887
DNN,378,RBBB,Precision,0.8809523809523809
DNN,378,RBBB,Recall,1.0
DNN,378,RBBB,Specificity,0.9937655860349127
DNN,378,RBBB,F1 score,0.9367088607594937
DNN,378,LBBB,Precision,1.0
DNN,378,LBBB,Recall,1.0
DNN,378,LBBB,Specificity,1.0
DNN,378,LBBB,F1 score,1.0
DNN,378,SB,Precision,0.8181818181818182
DNN,378,SB,Recall,0.9285714285714286
DNN,378,SB,Specificity,0.9962825278810409
DNN,378,SB,F1 score,0.8648648648648649
DNN,378,AF,Precision,1.0
DNN,378,AF,Recall,0.75
DNN,378,AF,Specificity,1.0
DNN,378,AF,F1 score,0.8571428571428571
DNN,378,ST,Precision,0.9393939393939394
DNN,378,ST,Recall,0.9705882352941176
DNN,378,ST,Specificity,0.9974457215836526
DNN,378,ST,F1 score,0.9545454545454546
DNN,379,1dAVb,Precision,0.8518518518518519
DNN,379,1dAVb,Recall,0.92
DNN,379,1dAVb,Specificity,0.9938271604938271
DNN,379,1dAVb,F1 score,0.8860759493670887
DNN,379,RBBB,Precision,0.8809523809523809
DNN,379,RBBB,Recall,1.0
DNN,379,RBBB,Specificity,0.9937655860349127
DNN,379,RBBB,F1 score,0.9367088607594937
DNN,379,LBBB,Precision,1.0
DNN,379,LBBB,Recall,1.0
DNN,379,LBBB,Specificity,1.0
DNN,379,LBBB,F1 score,1.0
DNN,379,SB,Precision,0.8181818181818182
DNN,379,SB,Recall,0.9285714285714286
DNN,379,SB,Specificity,0.9962825278810409
DNN,379,SB,F1 score,0.8666666666666666
DNN,379,AF,Precision,1.0
DNN,379,AF,Recall,0.75
DNN,379,AF,Specificity,1.0
DNN,379,AF,F1 score,0.8571428571428571
DNN,379,ST,Precision,0.9393939393939394
DNN,379,ST,Recall,0.9705882352941176
DNN,379,ST,Specificity,0.9974489795918368
DNN,379,ST,F1 score,0.9545454545454546
DNN,380,1dAVb,Precision,0.8529411764705882
DNN,380,1dAVb,Recall,0.92
DNN,380,1dAVb,Specificity,0.9938271604938271
DNN,380,1dAVb,F1 score,0.8865979381443299
DNN,380,RBBB,Precision,0.8809523809523809
DNN,380,RBBB,Recall,1.0
DNN,380,RBBB,Specificity,0.9937655860349127
DNN,380,RBBB,F1 score,0.9367088607594937
DNN,380,LBBB,Precision,1.0
DNN,380,LBBB,Recall,1.0
DNN,380,LBBB,Specificity,1.0
DNN,380,LBBB,F1 score,1.0
DNN,380,SB,Precision,0.8181818181818182
DNN,380,SB,Recall,0.9285714285714286
DNN,380,SB,Specificity,0.9962825278810409
DNN,380,SB,F1 score,0.8666666666666666
DNN,380,AF,Precision,1.0
DNN,380,AF,Recall,0.75
DNN,380,AF,Specificity,1.0
DNN,380,AF,F1 score,0.8571428571428571
DNN,380,ST,Precision,0.9393939393939394
DNN,380,ST,Recall,0.9705882352941176
DNN,380,ST,Specificity,0.9974489795918368
DNN,380,ST,F1 score,0.9545454545454546
DNN,381,1dAVb,Precision,0.8529411764705882
DNN,381,1dAVb,Recall,0.92
DNN,381,1dAVb,Specificity,0.9938271604938271
DNN,381,1dAVb,F1 score,0.8888888888888888
DNN,381,RBBB,Precision,0.8809523809523809
DNN,381,RBBB,Recall,1.0
DNN,381,RBBB,Specificity,0.9937733499377335
DNN,381,RBBB,F1 score,0.9367088607594937
DNN,381,LBBB,Precision,1.0
DNN,381,LBBB,Recall,1.0
DNN,381,LBBB,Specificity,1.0
DNN,381,LBBB,F1 score,1.0
DNN,381,SB,Precision,0.8181818181818182
DNN,381,SB,Recall,0.9285714285714286
DNN,381,SB,Specificity,0.9962825278810409
DNN,381,SB,F1 score,0.8666666666666666
DNN,381,AF,Precision,1.0
DNN,381,AF,Recall,0.75
DNN,381,AF,Specificity,1.0
DNN,381,AF,F1 score,0.8571428571428571
DNN,381,ST,Precision,0.9393939393939394
DNN,381,ST,Recall,0.9705882352941176
DNN,381,ST,Specificity,0.9974489795918368
DNN,381,ST,F1 score,0.955223880597015
DNN,382,1dAVb,Precision,0.8529411764705882
DNN,382,1dAVb,Recall,0.92
DNN,382,1dAVb,Specificity,0.9938271604938271
DNN,382,1dAVb,F1 score,0.8888888888888888
DNN,382,RBBB,Precision,0.8809523809523809
DNN,382,RBBB,Recall,1.0
DNN,382,RBBB,Specificity,0.9937733499377335
DNN,382,RBBB,F1 score,0.9367088607594937
DNN,382,LBBB,Precision,1.0
DNN,382,LBBB,Recall,1.0
DNN,382,LBBB,Specificity,1.0
DNN,382,LBBB,F1 score,1.0
DNN,382,SB,Precision,0.8181818181818182
DNN,382,SB,Recall,0.9285714285714286
DNN,382,SB,Specificity,0.9962825278810409
DNN,382,SB,F1 score,0.8666666666666666
DNN,382,AF,Precision,1.0
DNN,382,AF,Recall,0.75
DNN,382,AF,Specificity,1.0
DNN,382,AF,F1 score,0.8571428571428571
DNN,382,ST,Precision,0.9393939393939394
DNN,382,ST,Recall,0.9705882352941176
DNN,382,ST,Specificity,0.9974489795918368
DNN,382,ST,F1 score,0.955223880597015
DNN,383,1dAVb,Precision,0.8529411764705882
DNN,383,1dAVb,Recall,0.92
DNN,383,1dAVb,Specificity,0.9938271604938271
DNN,383,1dAVb,F1 score,0.8888888888888888
DNN,383,RBBB,Precision,0.8809523809523809
DNN,383,RBBB,Recall,1.0
DNN,383,RBBB,Specificity,0.9937733499377335
DNN,383,RBBB,F1 score,0.9367088607594937
DNN,383,LBBB,Precision,1.0
DNN,383,LBBB,Recall,1.0
DNN,383,LBBB,Specificity,1.0
DNN,383,LBBB,F1 score,1.0
DNN,383,SB,Precision,0.8181818181818182
DNN,383,SB,Recall,0.9285714285714286
DNN,383,SB,Specificity,0.9962871287128713
DNN,383,SB,F1 score,0.8666666666666666
DNN,383,AF,Precision,1.0
DNN,383,AF,Recall,0.75
DNN,383,AF,Specificity,1.0
DNN,383,AF,F1 score,0.8571428571428571
DNN,383,ST,Precision,0.9393939393939394
DNN,383,ST,Recall,0.9705882352941176
DNN,383,ST,Specificity,0.9974489795918368
DNN,383,ST,F1 score,0.955223880597015
DNN,384,1dAVb,Precision,0.8529411764705882
DNN,384,1dAVb,Recall,0.92
DNN,384,1dAVb,Specificity,0.9948979591836735
DNN,384,1dAVb,F1 score,0.8888888888888888
DNN,384,RBBB,Precision,0.8809523809523809
DNN,384,RBBB,Recall,1.0
DNN,384,RBBB,Specificity,0.9937810945273632
DNN,384,RBBB,F1 score,0.9367088607594937
DNN,384,LBBB,Precision,1.0
DNN,384,LBBB,Recall,1.0
DNN,384,LBBB,Specificity,1.0
DNN,384,LBBB,F1 score,1.0
DNN,384,SB,Precision,0.8181818181818182
DNN,384,SB,Recall,0.9285714285714286
DNN,384,SB,Specificity,0.9962871287128713
DNN,384,SB,F1 score,0.8666666666666666
DNN,384,AF,Precision,1.0
DNN,384,AF,Recall,0.75
DNN,384,AF,Specificity,1.0
DNN,384,AF,F1 score,0.8571428571428571
DNN,384,ST,Precision,0.9393939393939394
DNN,384,ST,Recall,0.9705882352941176
DNN,384,ST,Specificity,0.9974489795918368
DNN,384,ST,F1 score,0.955223880597015
DNN,385,1dAVb,Precision,0.8529411764705882
DNN,385,1dAVb,Recall,0.92
DNN,385,1dAVb,Specificity,0.9949044585987261
DNN,385,1dAVb,F1 score,0.888888888888889
DNN,385,RBBB,Precision,0.8809523809523809
DNN,385,RBBB,Recall,1.0
DNN,385,RBBB,Specificity,0.9937810945273632
DNN,385,RBBB,F1 score,0.9367088607594937
DNN,385,LBBB,Precision,1.0
DNN,385,LBBB,Recall,1.0
DNN,385,LBBB,Specificity,1.0
DNN,385,LBBB,F1 score,1.0
DNN,385,SB,Precision,0.8181818181818182
DNN,385,SB,Recall,0.9285714285714286
DNN,385,SB,Specificity,0.9962871287128713
DNN,385,SB,F1 score,0.8666666666666666
DNN,385,AF,Precision,1.0
DNN,385,AF,Recall,0.75
DNN,385,AF,Specificity,1.0
DNN,385,AF,F1 score,0.8571428571428571
DNN,385,ST,Precision,0.9393939393939394
DNN,385,ST,Recall,0.9705882352941176
DNN,385,ST,Specificity,0.9974489795918368
DNN,385,ST,F1 score,0.955223880597015
DNN,386,1dAVb,Precision,0.8529411764705882
DNN,386,1dAVb,Recall,0.9210526315789473
DNN,386,1dAVb,Specificity,0.9949044585987261
DNN,386,1dAVb,F1 score,0.888888888888889
DNN,386,RBBB,Precision,0.8809523809523809
DNN,386,RBBB,Recall,1.0
DNN,386,RBBB,Specificity,0.9937810945273632
DNN,386,RBBB,F1 score,0.9367088607594937
DNN,386,LBBB,Precision,1.0
DNN,386,LBBB,Recall,1.0
DNN,386,LBBB,Specificity,1.0
DNN,386,LBBB,F1 score,1.0
DNN,386,SB,Precision,0.8181818181818182
DNN,386,SB,Recall,0.9285714285714286
DNN,386,SB,Specificity,0.9962871287128713
DNN,386,SB,F1 score,0.8666666666666666
DNN,386,AF,Precision,1.0
DNN,386,AF,Recall,0.75
DNN,386,AF,Specificity,1.0
DNN,386,AF,F1 score,0.8571428571428571
DNN,386,ST,Precision,0.9393939393939394
DNN,386,ST,Recall,0.9705882352941176
DNN,386,ST,Specificity,0.9974489795918368
DNN,386,ST,F1 score,0.955223880597015
DNN,387,1dAVb,Precision,0.8529411764705882
DNN,387,1dAVb,Recall,0.9230769230769231
DNN,387,1dAVb,Specificity,0.9949109414758269
DNN,387,1dAVb,F1 score,0.888888888888889
DNN,387,RBBB,Precision,0.8809523809523809
DNN,387,RBBB,Recall,1.0
DNN,387,RBBB,Specificity,0.9937888198757764
DNN,387,RBBB,F1 score,0.9367088607594937
DNN,387,LBBB,Precision,1.0
DNN,387,LBBB,Recall,1.0
DNN,387,LBBB,Specificity,1.0
DNN,387,LBBB,F1 score,1.0
DNN,387,SB,Precision,0.8181818181818182
DNN,387,SB,Recall,0.9285714285714286
DNN,387,SB,Specificity,0.9962871287128713
DNN,387,SB,F1 score,0.8666666666666666
DNN,387,AF,Precision,1.0
DNN,387,AF,Recall,0.75
DNN,387,AF,Specificity,1.0
DNN,387,AF,F1 score,0.8571428571428571
DNN,387,ST,Precision,0.9393939393939394
DNN,387,ST,Recall,0.9705882352941176
DNN,387,ST,Specificity,0.9974489795918368
DNN,387,ST,F1 score,0.955223880597015
DNN,388,1dAVb,Precision,0.8529411764705882
DNN,388,1dAVb,Recall,0.9230769230769231
DNN,388,1dAVb,Specificity,0.9949109414758269
DNN,388,1dAVb,F1 score,0.888888888888889
DNN,388,RBBB,Precision,0.8809523809523809
DNN,388,RBBB,Recall,1.0
DNN,388,RBBB,Specificity,0.9937888198757764
DNN,388,RBBB,F1 score,0.9367088607594937
DNN,388,LBBB,Precision,1.0
DNN,388,LBBB,Recall,1.0
DNN,388,LBBB,Specificity,1.0
DNN,388,LBBB,F1 score,1.0
DNN,388,SB,Precision,0.8181818181818182
DNN,388,SB,Recall,0.9285714285714286
DNN,388,SB,Specificity,0.9962871287128713
DNN,388,SB,F1 score,0.8666666666666666
DNN,388,AF,Precision,1.0
DNN,388,AF,Recall,0.75
DNN,388,AF,Specificity,1.0
DNN,388,AF,F1 score,0.8571428571428571
DNN,388,ST,Precision,0.9393939393939394
DNN,388,ST,Recall,0.9705882352941176
DNN,388,ST,Specificity,0.9974522292993631
DNN,388,ST,F1 score,0.955223880597015
DNN,389,1dAVb,Precision,0.8529411764705882
DNN,389,1dAVb,Recall,0.9230769230769231
DNN,389,1dAVb,Specificity,0.9949174078780177
DNN,389,1dAVb,F1 score,0.888888888888889
DNN,389,RBBB,Precision,0.8823529411764706
DNN,389,RBBB,Recall,1.0
DNN,389,RBBB,Specificity,0.9948387096774194
DNN,389,RBBB,F1 score,0.9375
DNN,389,LBBB,Precision,1.0
DNN,389,LBBB,Recall,1.0
DNN,389,LBBB,Specificity,1.0
DNN,389,LBBB,F1 score,1.0
DNN,389,SB,Precision,0.8181818181818182
DNN,389,SB,Recall,0.9285714285714286
DNN,389,SB,Specificity,0.9962871287128713
DNN,389,SB,F1 score,0.8666666666666666
DNN,389,AF,Precision,1.0
DNN,389,AF,Recall,0.75
DNN,389,AF,Specificity,1.0
DNN,389,AF,F1 score,0.8571428571428571
DNN,389,ST,Precision,0.9393939393939394
DNN,389,ST,Recall,0.9705882352941176
DNN,389,ST,Specificity,0.9974522292993631
DNN,389,ST,F1 score,0.955223880597015
DNN,390,1dAVb,Precision,0.8529411764705882
DNN,390,1dAVb,Recall,0.9230769230769231
DNN,390,1dAVb,Specificity,0.9949238578680203
DNN,390,1dAVb,F1 score,0.888888888888889
DNN,390,RBBB,Precision,0.8823529411764706
DNN,390,RBBB,Recall,1.0
DNN,390,RBBB,Specificity,0.9948586118251928
DNN,390,RBBB,F1 score,0.9375
DNN,390,LBBB,Precision,1.0
DNN,390,LBBB,Recall,1.0
DNN,390,LBBB,Specificity,1.0
DNN,390,LBBB,F1 score,1.0
DNN,390,SB,Precision,0.8181818181818182
DNN,390,SB,Recall,0.9285714285714286
DNN,390,SB,Specificity,0.9962871287128713
DNN,390,SB,F1 score,0.8666666666666666
DNN,390,AF,Precision,1.0
DNN,390,AF,Recall,0.75
DNN,390,AF,Specificity,1.0
DNN,390,AF,F1 score,0.8571428571428571
DNN,390,ST,Precision,0.94
DNN,390,ST,Recall,0.9705882352941176
DNN,390,ST,Specificity,0.9974522292993631
DNN,390,ST,F1 score,0.955223880597015
DNN,391,1dAVb,Precision,0.8529411764705882
DNN,391,1dAVb,Recall,0.9230769230769231
DNN,391,1dAVb,Specificity,0.9949302915082383
DNN,391,1dAVb,F1 score,0.888888888888889
DNN,391,RBBB,Precision,0.8823529411764706
DNN,391,RBBB,Recall,1.0
DNN,391,RBBB,Specificity,0.9948717948717949
DNN,391,RBBB,F1 score,0.9375
DNN,391,LBBB,Precision,1.0
DNN,391,LBBB,Recall,1.0
DNN,391,LBBB,Specificity,1.0
DNN,391,LBBB,F1 score,1.0
DNN,391,SB,Precision,0.8214285714285714
DNN,391,SB,Recall,0.9285714285714286
DNN,391,SB,Specificity,0.9962871287128713
DNN,391,SB,F1 score,0.8666666666666666
DNN,391,AF,Precision,1.0
DNN,391,AF,Recall,0.75
DNN,391,AF,Specificity,1.0
DNN,391,AF,F1 score,0.8571428571428571
DNN,391,ST,Precision,0.9411764705882353
DNN,391,ST,Recall,0.9705882352941176
DNN,391,ST,Specificity,0.9974522292993631
DNN,391,ST,F1 score,0.955223880597015
DNN,392,1dAVb,Precision,0.8529411764705882
DNN,392,1dAVb,Recall,0.9230769230769231
DNN,392,1dAVb,Specificity,0.9949302915082383
DNN,392,1dAVb,F1 score,0.888888888888889
DNN,392,RBBB,Precision,0.8823529411764706
DNN,392,RBBB,Recall,1.0
DNN,392,RBBB,Specificity,0.9948849104859335
DNN,392,RBBB,F1 score,0.9375
DNN,392,LBBB,Precision,1.0
DNN,392,LBBB,Recall,1.0
DNN,392,LBBB,Specificity,1.0
DNN,392,LBBB,F1 score,1.0
DNN,392,SB,Precision,0.8235294117647058
DNN,392,SB,Recall,0.9285714285714286
DNN,392,SB,Specificity,0.9962871287128713
